event_id,rdate,description,url,affiliation
wikipedia-2014-10-26alfred-the-great,2014-10-26,Alfred the Great,http://en.wikipedia.org/wiki/Alfred_the_Great,
wikipedia-2014-10-26cedd,2014-10-26,Cedd,http://en.wikipedia.org/wiki/Cedd,
wikipedia-2014-10-26cuthbert-of-canterbury,2014-10-26,Cuthbert of Canterbury,http://en.wikipedia.org/wiki/Cuthbert_of_Canterbury,
wikipedia-2014-10-26demetrius-of-thessaloniki,2014-10-26,Demetrius of Thessaloniki,http://en.wikipedia.org/wiki/Demetrius_of_Thessaloniki,
wikipedia-2014-10-26fulk-of-pavia-roman-catholic-church,2014-10-26,Fulk of Pavia(Roman Catholic Church),http://en.wikipedia.org/wiki/Fulk_of_Pavia,
wikipedia-2014-10-26quadragesimus,2014-10-26,Quadragesimus,http://en.wikipedia.org/wiki/Saint_Quadragesimus,
wikipedia-2014-10-26witta-of-buraburg,2014-10-26,Witta of Büraburg,http://en.wikipedia.org/wiki/Witta_of_B%C3%BCraburg,
wikipedia-2014-10-26philipp-nicolai-johann-heermannandpaul-gerhardt-lutheran-church,2014-10-26,"Philipp Nicolai,Johann HeermannandPaul Gerhardt(Lutheran Church)",http://en.wikipedia.org/wiki/Philipp_Nicolai,
wikipedia-2014-10-26national-day-celebrates-the-anniversary-of-thedeclaration-of-neutralityin-1955-austria,2014-10-26,"National Day, celebrates the anniversary of theDeclaration of Neutralityin 1955. (Austria)",http://en.wikipedia.org/wiki/Culture_of_Austria#Public_holidays,
wikipedia-2014-10-26the-first-day-ofludi-victoriaesullanae-celebrated-untilnovember-1-roman-empire,2014-10-26,"The first day ofLudi VictoriaeSullanae, celebrated untilNovember 1. (Roman Empire)",http://en.wikipedia.org/wiki/Sulla,
wikipedia-2014-10-27cernova-tragedy-day-slovakia,2014-10-27,Černová Tragedy Day(Slovakia),http://en.wikipedia.org/wiki/Remembrance_days_in_Slovakia,
wikipedia-2014-10-27christianfeast-day:abbanelesbaanfrumentius-roman-catholic-church-october-27-eastern-orthodox-liturgics,2014-10-27,ChristianFeast Day:AbbánElesbaanFrumentius(Roman Catholic Church)October 27 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/Feast_Day,
wikipedia-2014-10-27abban,2014-10-27,Abbán,http://en.wikipedia.org/wiki/Abb%C3%A1n,
wikipedia-2014-10-27elesbaan,2014-10-27,Elesbaan,http://en.wikipedia.org/wiki/Kaleb_of_Axum,
wikipedia-2014-10-27frumentius-roman-catholic-church,2014-10-27,Frumentius(Roman Catholic Church),http://en.wikipedia.org/wiki/Frumentius,
wikipedia-2014-10-27october-27-eastern-orthodox-liturgics,2014-10-27,October 27 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/October_27_(Eastern_Orthodox_liturgics),
wikipedia-2014-10-27independence-day-celebrates-the-independence-ofsaint-vincent-and-the-grenadinesfromunited-kingdomin-1979,2014-10-27,"Independence Day, celebrates the independence ofSaint Vincent and the GrenadinesfromUnited Kingdomin 1979.",http://en.wikipedia.org/wiki/Independence_Day,
wikipedia-2014-10-27independence-day-celebrates-the-independence-ofturkmenistanfromussrin-1991,2014-10-27,"Independence Day, celebrates the independence ofTurkmenistanfromUSSRin 1991.",http://en.wikipedia.org/wiki/Independence_Day_(Turkmenistan),
wikipedia-2014-10-27navy-day-first-organized-to-be-on-this-day-united-states,2014-10-27,"Navy Day, first organized to be on this day. (United States)",http://en.wikipedia.org/wiki/Navy_Day,
wikipedia-2014-10-27world-day-for-audiovisual-heritage-international,2014-10-27,World Day for Audiovisual Heritage(International),http://en.wikipedia.org/wiki/UNRIC#UN_international_days_and_observances,
wikipedia-2014-10-28christianfeast-day:abdias-of-babylonabgar-v-of-edessa-eastern-orthodox-church-eadsigefidelis-of-como-roman-catholic-church-farogodwin-of-stavelotjob-of-pochayiv-repose-eastern-orthodox-church-jude-the-apostle-western-christianity-lord-of-miracles-lima-simon-the-zealot-western-christianity-october-28-eastern-orthodox-liturgics,2014-10-28,ChristianFeast Day:Abdias of BabylonAbgar V of Edessa(Eastern Orthodox Church)EadsigeFidelis of Como(Roman Catholic Church)FaroGodwin of StavelotJob of Pochayiv(repose) (Eastern Orthodox Church)Jude the Apostle(Western Christianity)Lord of Miracles(Lima)Simon the Zealot(Western Christianity)October 28 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/Christian,
wikipedia-2014-10-28abdias-of-babylon,2014-10-28,Abdias of Babylon,http://en.wikipedia.org/wiki/Abdias_of_Babylon,
wikipedia-2014-10-28abgar-v-of-edessa-eastern-orthodox-church,2014-10-28,Abgar V of Edessa(Eastern Orthodox Church),http://en.wikipedia.org/wiki/Abgar_V_of_Edessa,
wikipedia-2014-10-28eadsige,2014-10-28,Eadsige,http://en.wikipedia.org/wiki/Eadsige,
wikipedia-2014-10-28fidelis-of-como-roman-catholic-church,2014-10-28,Fidelis of Como(Roman Catholic Church),http://en.wikipedia.org/wiki/Fidelis_of_Como,
wikipedia-2014-10-28faro,2014-10-28,Faro,http://en.wikipedia.org/wiki/Saint_Faro,
wikipedia-2014-10-28godwin-of-stavelot,2014-10-28,Godwin of Stavelot,http://en.wikipedia.org/wiki/Godwin_of_Stavelot,
wikipedia-2014-10-28job-of-pochayiv-repose-eastern-orthodox-church,2014-10-28,Job of Pochayiv(repose) (Eastern Orthodox Church),http://en.wikipedia.org/wiki/Job_of_Pochayiv,
wikipedia-2014-10-28jude-the-apostle-western-christianity,2014-10-28,Jude the Apostle(Western Christianity),http://en.wikipedia.org/wiki/Jude_the_Apostle,
wikipedia-2014-10-28lord-of-miracles-lima,2014-10-28,Lord of Miracles(Lima),http://en.wikipedia.org/wiki/Lord_of_Miracles,
wikipedia-2014-10-28simon-the-zealot-western-christianity,2014-10-28,Simon the Zealot(Western Christianity),http://en.wikipedia.org/wiki/Simon_the_Zealot,
wikipedia-2014-10-28october-28-eastern-orthodox-liturgics,2014-10-28,October 28 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/October_28_(Eastern_Orthodox_liturgics),
wikipedia-2014-10-28day-of-the-establishment-of-an-independent-czecho-slovak-state-celebrates-the-independence-ofczechoslovakiafromaustria-hungaryin-1918-czech-republic-andslovakia,2014-10-28,"Day of the Establishment of an Independent Czecho-Slovak State, celebrates the independence ofCzechoslovakiafromAustria-Hungaryin 1918. (Czech Republic andSlovakia)",http://en.wikipedia.org/wiki/Remembrance_days_in_Slovakia,
wikipedia-2014-10-28international-animation-day-asifa,2014-10-28,International Animation Day(ASIFA),http://en.wikipedia.org/wiki/International_Animation_Day,
wikipedia-2014-10-28ochi-day-greece-cyprusand-thegreekcommunities,2014-10-28,"Ochi Day(Greece,Cyprusand theGreekcommunities)",http://en.wikipedia.org/wiki/Ohi_Day,
wikipedia-2014-10-28prefectural-earthquake-disaster-prevention-day-gifu-prefecture,2014-10-28,Prefectural Earthquake Disaster Prevention Day(Gifu Prefecture),http://en.wikipedia.org/wiki/1891_Mino-Owari_earthquake,
wikipedia-2014-10-28youth-pledge-dayorhari-sumpah-pemuda-indonesia,2014-10-28,Youth Pledge DayorHari Sumpah Pemuda(Indonesia),http://en.wikipedia.org/wiki/Public_holidays_in_Indonesia,
wikipedia-2014-10-29christianfeast-day:abraham-of-rostovdouai-martyrsgaetano-erricojames-hannington-anglicanism-narcissus-of-jerusalem-roman-catholic-church-october-29-eastern-orthodox-liturgics,2014-10-29,ChristianFeast Day:Abraham of RostovDouai MartyrsGaetano ErricoJames Hannington(Anglicanism)Narcissus of Jerusalem(Roman Catholic Church)October 29 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/Calendar_of_saints,
wikipedia-2014-10-29abraham-of-rostov,2014-10-29,Abraham of Rostov,http://en.wikipedia.org/wiki/Abraham_of_Rostov,
wikipedia-2014-10-29douai-martyrs,2014-10-29,Douai Martyrs,http://en.wikipedia.org/wiki/Douai_Martyrs,
wikipedia-2014-10-29gaetano-errico,2014-10-29,Gaetano Errico,http://en.wikipedia.org/wiki/Gaetano_Errico,
wikipedia-2014-10-29james-hannington-anglicanism,2014-10-29,James Hannington(Anglicanism),http://en.wikipedia.org/wiki/James_Hannington,
wikipedia-2014-10-29narcissus-of-jerusalem-roman-catholic-church,2014-10-29,Narcissus of Jerusalem(Roman Catholic Church),http://en.wikipedia.org/wiki/Narcissus_of_Jerusalem,
wikipedia-2014-10-29october-29-eastern-orthodox-liturgics,2014-10-29,October 29 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/October_29_(Eastern_Orthodox_liturgics),
wikipedia-2014-10-29coronation-day-cambodia,2014-10-29,Coronation Day(Cambodia),http://en.wikipedia.org/wiki/Public_holidays_in_Cambodia,
wikipedia-2014-10-29republic-dayorcumhuriyet-bayram-turkey,2014-10-29,Republic DayorCumhuriyet Bayramı(Turkey),http://en.wikipedia.org/wiki/Holidays_in_Turkey,
wikipedia-2014-10-30anniversary-of-the-declaration-of-the-slovak-nation-slovakia,2014-10-30,Anniversary of the Declaration of the Slovak Nation(Slovakia),http://en.wikipedia.org/wiki/Remembrance_days_in_Slovakia,
wikipedia-2014-10-30christianfeast-day:alonso-rodriguezherbertmarcellus-of-tangiersaturninus-of-cagliariserapion-of-antiochjohn-wycliffe-episcopal-church-usa-october-30-eastern-orthodox-liturgics,2014-10-30,ChristianFeast Day:Alonso RodríguezHerbertMarcellus of TangierSaturninus of CagliariSerapion of AntiochJohn Wycliffe(Episcopal Church (USA))October 30 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/Feast_Day,
wikipedia-2014-10-30alonso-rodriguez,2014-10-30,Alonso Rodríguez,http://en.wikipedia.org/wiki/Alphonsus_Rodriguez,
wikipedia-2014-10-30herbert,2014-10-30,Herbert,http://en.wikipedia.org/wiki/Saint_Herbert,
wikipedia-2014-10-30marcellus-of-tangier,2014-10-30,Marcellus of Tangier,http://en.wikipedia.org/wiki/Marcellus_of_Tangier,
wikipedia-2014-10-30saturninus-of-cagliari,2014-10-30,Saturninus of Cagliari,http://en.wikipedia.org/wiki/Saturninus_of_Cagliari,
wikipedia-2014-10-30serapion-of-antioch,2014-10-30,Serapion of Antioch,http://en.wikipedia.org/wiki/Serapion_of_Antioch,
wikipedia-2014-10-30john-wycliffe-episcopal-church-usa,2014-10-30,John Wycliffe(Episcopal Church (USA)),http://en.wikipedia.org/wiki/John_Wycliffe,
wikipedia-2014-10-30october-30-eastern-orthodox-liturgics,2014-10-30,October 30 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/October_30_(Eastern_Orthodox_liturgics),
wikipedia-2014-10-30day-of-remembrance-of-the-victims-of-political-repressions-former-soviet-republics-exceptukraine,2014-10-30,"Day of Remembrance of the Victims of Political Repressions(former Soviet republics, exceptUkraine)",http://en.wikipedia.org/wiki/Day_of_Remembrance_of_the_Victims_of_Political_Repressions,
wikipedia-2014-10-30international-orthopaedic-nurses-day,2014-10-30,International Orthopaedic Nurses Day,http://en.wikipedia.org/wiki/Orthopaedic_nursing,
wikipedia-2014-10-30mischief-night-united-states-devil-s-night-michigan,2014-10-30,Mischief Night(United States)Devil's Night(Michigan),http://en.wikipedia.org/wiki/Mischief_Night,
wikipedia-2014-10-30devil-s-night-michigan,2014-10-30,Devil's Night(Michigan),http://en.wikipedia.org/wiki/Devil%27s_Night,
wikipedia-2014-10-30thevar-jayanthi-thevarcommunity,2014-10-30,Thevar Jayanthi(Thevarcommunity),http://en.wikipedia.org/wiki/Thevar_Jayanthi,
wikipedia-2014-10-31christianfeast-day:abaidas-coptic-church-quentinmartin-luther-anglican-communion-paul-shinji-sasakiandphilip-lindel-tsen-episcopal-church-usa-october-31-eastern-orthodox-liturgics,2014-10-31,ChristianFeast Day:Abaidas(Coptic Church)QuentinMartin Luther(Anglican Communion)Paul Shinji SasakiandPhilip Lindel Tsen(Episcopal Church (USA))October 31 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/Feast_Day,
wikipedia-2014-10-31abaidas-coptic-church,2014-10-31,Abaidas(Coptic Church),http://en.wikipedia.org/wiki/Abaidas,
wikipedia-2014-10-31quentin,2014-10-31,Quentin,http://en.wikipedia.org/wiki/St._Quentin,
wikipedia-2014-10-31martin-luther-anglican-communion,2014-10-31,Martin Luther(Anglican Communion),http://en.wikipedia.org/wiki/Martin_Luther,
wikipedia-2014-10-31paul-shinji-sasakiandphilip-lindel-tsen-episcopal-church-usa,2014-10-31,Paul Shinji SasakiandPhilip Lindel Tsen(Episcopal Church (USA)),http://en.wikipedia.org/wiki/Paul_Shinji_Sasaki,
wikipedia-2014-10-31october-31-eastern-orthodox-liturgics,2014-10-31,October 31 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/October_31_(Eastern_Orthodox_liturgics),
wikipedia-2014-10-31earliest-day-on-whichall-saints-daycan-fall-while-november-6-is-the-latest;-celebrated-on-saturday-between-october-31-and-november-6-finland-sweden,2014-10-31,"Earliest day on whichAll Saints Daycan fall, while November 6 is the latest; celebrated on Saturday between October 31 and November 6 (Finland,Sweden)",http://en.wikipedia.org/wiki/Public_holidays_in_Finland,
wikipedia-2014-10-31eve-of-winter-the-eve-of-the-first-day-of-winter-in-the-northern-hemisphere-see-november-1-:allantide-cornwall-halloween-ireland-canada-united-kingdom-united-statesandother-places-samhainin-thenorthern-hemisphere-beltanein-thesouthern-hemisphere;-begins-on-sunset-of-october-31-gaels-welsh-peopleandneopaganwheel-of-the-year,2014-10-31,"Eve of Winter, the eve of the first day of winter in the Northern hemisphere (see November 1):Allantide(Cornwall)Halloween(Ireland,Canada,United Kingdom,United Statesandother places)Samhainin theNorthern Hemisphere,Beltanein theSouthern Hemisphere; begins on sunset of October 31 (Gaels,Welsh peopleandNeopaganWheel of the Year)",http://en.wikipedia.org/wiki/Allantide,
wikipedia-2014-10-31allantide-cornwall,2014-10-31,Allantide(Cornwall),http://en.wikipedia.org/wiki/Allantide,
wikipedia-2014-10-31halloween-ireland-canada-united-kingdom-united-statesandother-places,2014-10-31,"Halloween(Ireland,Canada,United Kingdom,United Statesandother places)",http://en.wikipedia.org/wiki/Halloween,
wikipedia-2014-10-31samhainin-thenorthern-hemisphere-beltanein-thesouthern-hemisphere;-begins-on-sunset-of-october-31-gaels-welsh-peopleandneopaganwheel-of-the-year,2014-10-31,"Samhainin theNorthern Hemisphere,Beltanein theSouthern Hemisphere; begins on sunset of October 31 (Gaels,Welsh peopleandNeopaganWheel of the Year)",http://en.wikipedia.org/wiki/Samhain,
wikipedia-2014-10-31king-father-s-birthday-cambodia,2014-10-31,King Father's Birthday(Cambodia),http://en.wikipedia.org/wiki/Public_holidays_in_Cambodia,
wikipedia-2014-10-31reformation-day-slovenia-germanyandlutheran-church,2014-10-31,"Reformation Day(Slovenia,GermanyandLutheran Church)",http://en.wikipedia.org/wiki/Reformation_Day,
wikipedia-2014-11-01all-saints-day-aholy-day-of-obligation-roman-catholic-church-a-holiday-inargentina-austria-belgium-brazil-chile-croatia-ecuador-finland-france-germany-guatemala-hungary-italy-lebanon-lithuania-luxembourg-malta-for-schools-only-mauritius-mexico-peru-thephilippines-poland-seychelles-slovakia-slovenia-spain-and-parts-ofswitzerland,2014-11-01,"All Saints Day, aHoly Day of Obligation(Roman Catholic Church. A holiday inArgentina,Austria,Belgium,Brazil,Chile,Croatia,Ecuador,Finland,France,Germany,Guatemala,Hungary,Italy,Lebanon,Lithuania,Luxembourg,Malta(for schools only),Mauritius,Mexico,Peru, thePhilippines,Poland,Seychelles,Slovakia,Slovenia,Spain, and parts ofSwitzerland.)",http://en.wikipedia.org/wiki/All_Saints_Day,
wikipedia-2014-11-01andhra-pradesh-formation-day-andhra-pradesh,2014-11-01,Andhra Pradesh Formation Day(Andhra Pradesh),http://en.wikipedia.org/wiki/Public_holidays_in_India#Secular_holidays,
wikipedia-2014-11-01christianfeast-day:austromoinebenignus-of-dijoncaesarius-of-africanovember-1-eastern-orthodox-liturgics,2014-11-01,ChristianFeast Day:AustromoineBenignus of DijonCaesarius of AfricaNovember 1 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/Feast_Day,
wikipedia-2014-11-01austromoine,2014-11-01,Austromoine,http://en.wikipedia.org/wiki/Austromoine,
wikipedia-2014-11-01benignus-of-dijon,2014-11-01,Benignus of Dijon,http://en.wikipedia.org/wiki/Benignus_of_Dijon,
wikipedia-2014-11-01caesarius-of-africa,2014-11-01,Caesarius of Africa,http://en.wikipedia.org/wiki/Caesarius_of_Africa,
wikipedia-2014-11-01november-1-eastern-orthodox-liturgics,2014-11-01,November 1 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/November_1_(Eastern_Orthodox_liturgics),
wikipedia-2014-11-01coronation-of-the-fifth-druk-gyalpo-bhutan,2014-11-01,Coronation of the fifth Druk Gyalpo(Bhutan),http://en.wikipedia.org/wiki/Public_holidays_in_Bhutan,
wikipedia-2014-11-01day-of-the-innocents-the-first-day-ofday-of-the-deadorel-dia-de-los-muertoscelebration-mexico-amp;-haiti,2014-11-01,"Day of the Innocents, The first day ofDay of the DeadorEl Dia de los Muertoscelebration. (Mexico) &amp; (Haiti)",http://en.wikipedia.org/wiki/Day_of_the_Innocents,
wikipedia-2014-11-01day-of-the-leaders-of-thebulgarian-national-revival-bulgaria,2014-11-01,Day of the leaders of theBulgarian National Revival(Bulgaria),http://en.wikipedia.org/wiki/Bulgarian_National_Revival,
wikipedia-2014-11-01haryana-foundation-day-haryana,2014-11-01,Haryana Foundation Day(Haryana),http://en.wikipedia.org/wiki/Haryana#Formation_of_Haryana,
wikipedia-2014-11-01independence-day-celebrates-the-independence-ofantigua-and-barbudafrom-theunited-kingdomin-1981,2014-11-01,"Independence Day, celebrates the independence ofAntigua and Barbudafrom theUnited Kingdomin 1981.",http://en.wikipedia.org/wiki/Independence_Day,
wikipedia-2014-11-01karnataka-foundation-day-karnataka,2014-11-01,Karnataka Foundation Day(Karnataka),http://en.wikipedia.org/wiki/Karnataka_Rajyotsava,
wikipedia-2014-11-01kerala-foundation-day-kerala,2014-11-01,Kerala Foundation Day(Kerala),http://en.wikipedia.org/wiki/Kerala_Piravi,
wikipedia-2014-11-01national-day-algeria,2014-11-01,National day(Algeria),http://en.wikipedia.org/wiki/National_day,
wikipedia-2014-11-01samhainin-the-northern-hemisphere-andbeltainein-thesouthern-hemisphere-celebrations-start-at-sunset-ofoctober-31-neopaganwheel-of-the-year,2014-11-01,"Samhainin the Northern Hemisphere andBeltainein theSouthern hemisphere, celebrations start at sunset ofOctober 31(NeopaganWheel of the Year)",http://en.wikipedia.org/wiki/Samhain,
wikipedia-2014-11-01world-vegan-day-international,2014-11-01,World Vegan Day(International),http://en.wikipedia.org/wiki/World_Vegan_Day,
wikipedia-2014-11-02all-souls-day-roman-catholicandanglican-church-and-its-related-observances:dia-de-finadosordia-dos-fieis-defuntos-brazilandportugal,2014-11-02,"All Souls Day(Roman CatholicandAnglican Church), and its related observances:Dia de FinadosorDia dos Fiéis Defuntos(BrazilandPortugal)",http://en.wikipedia.org/wiki/All_Souls_Day,
wikipedia-2014-11-02dia-de-finadosordia-dos-fieis-defuntos-brazilandportugal,2014-11-02,Dia de FinadosorDia dos Fiéis Defuntos(BrazilandPortugal),http://en.wikipedia.org/wiki/All_Souls_Day,
wikipedia-2014-11-02christianfeast-day:victorinus-of-pettaunovember-2-eastern-orthodox-liturgics,2014-11-02,ChristianFeast Day:Victorinus of PettauNovember 2 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/Feast_Day,
wikipedia-2014-11-02victorinus-of-pettau,2014-11-02,Victorinus of Pettau,http://en.wikipedia.org/wiki/Victorinus_of_Pettau,
wikipedia-2014-11-02november-2-eastern-orthodox-liturgics,2014-11-02,November 2 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/November_2_(Eastern_Orthodox_liturgics),
wikipedia-2014-11-02coronation-ofhaile-selassie-rastafari-movement,2014-11-02,Coronation ofHaile Selassie(Rastafari movement),http://en.wikipedia.org/wiki/Haile_Selassie,
wikipedia-2014-11-02day-of-the-dead-the-second-day-of-day-of-the-dead-orel-dia-de-los-muertoscelebration-mexico,2014-11-02,"Day of the Dead, The second day of Day of the Dead orEl Dia de los Muertoscelebration. (Mexico)",http://en.wikipedia.org/wiki/Day_of_the_Dead,
wikipedia-2014-11-02earliest-day-on-whichelection-daycan-fall-whilenovember-8is-the-latest;-celebrated-on-tuesday-following-the-first-monday-in-november-united-states,2014-11-02,"Earliest day on whichElection Daycan fall, whileNovember 8is the latest; celebrated on Tuesday following the first Monday in November. (United States)",http://en.wikipedia.org/wiki/Election_Day_(United_States),
wikipedia-2014-11-02indian-arrival-day-mauritius,2014-11-02,Indian Arrival Day(Mauritius),http://en.wikipedia.org/wiki/Indian_Arrival_Day,
wikipedia-2014-11-02karatsu-kunchi-karatsu-saga,2014-11-02,"Karatsu Kunchi(Karatsu, Saga)",http://en.wikipedia.org/wiki/Karatsu_Kunchi,
wikipedia-2014-11-02statehood-day-north-dakotaandsouth-dakota,2014-11-02,Statehood Day (North DakotaandSouth Dakota),http://en.wikipedia.org/wiki/North_Dakota,
wikipedia-2014-11-03christianfeast-day:acepsimas-of-hnaitaand-companions-greek-orthodox-church-hubertusmalachy-o-moremartin-de-porresrichard-hooker-anglican-communion-rupert-mayerwinefridenovember-3-eastern-orthodox-liturgics,2014-11-03,ChristianFeast Day:Acepsimas of Hnaitaand companions (Greek Orthodox Church)HubertusMalachy O' MoreMartin de PorresRichard Hooker(Anglican Communion)Rupert MayerWinefrideNovember 3 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/Feast_Day,
wikipedia-2014-11-03acepsimas-of-hnaitaand-companions-greek-orthodox-church,2014-11-03,Acepsimas of Hnaitaand companions (Greek Orthodox Church),http://en.wikipedia.org/wiki/Acepsimas_of_Hnaita,
wikipedia-2014-11-03hubertus,2014-11-03,Hubertus,http://en.wikipedia.org/wiki/Hubertus,
wikipedia-2014-11-03malachy-o-more,2014-11-03,Malachy O' More,http://en.wikipedia.org/wiki/Saint_Malachy,
wikipedia-2014-11-03martin-de-porres,2014-11-03,Martin de Porres,http://en.wikipedia.org/wiki/St._Martin_de_Porres,
wikipedia-2014-11-03richard-hooker-anglican-communion,2014-11-03,Richard Hooker(Anglican Communion),http://en.wikipedia.org/wiki/Richard_Hooker,
wikipedia-2014-11-03rupert-mayer,2014-11-03,Rupert Mayer,http://en.wikipedia.org/wiki/Rupert_Mayer,
wikipedia-2014-11-03winefride,2014-11-03,Winefride,http://en.wikipedia.org/wiki/Winefride,
wikipedia-2014-11-03november-3-eastern-orthodox-liturgics,2014-11-03,November 3 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/November_3_(Eastern_Orthodox_liturgics),
wikipedia-2014-11-03culture-day-japan-and-its-related-observances:feudal-lord-s-paradeorhakone-daimyo-gyoretsu-hakone-kanagawa,2014-11-03,"Culture Day(Japan), and its related observances:Feudal Lord's ParadeorHakone Daimyō Gyōretsu(Hakone, Kanagawa)",http://en.wikipedia.org/wiki/Culture_Day,
wikipedia-2014-11-03feudal-lord-s-paradeorhakone-daimyo-gyoretsu-hakone-kanagawa,2014-11-03,"Feudal Lord's ParadeorHakone Daimyō Gyōretsu(Hakone, Kanagawa)",http://en.wikipedia.org/wiki/Culture_Day,
wikipedia-2014-11-03independence-day-separation-day-celebrates-the-separation-and-independence-ofpanamafromcolombiain-1903,2014-11-03,"Independence Day / Separation Day, celebrates the separation and independence ofPanamafromColombiain 1903.",http://en.wikipedia.org/wiki/Independence_Day,
wikipedia-2014-11-03independence-day-celebrates-the-independence-ofdominicafrom-theunited-kingdomin-1978,2014-11-03,"Independence Day, celebrates the independence ofDominicafrom theUnited Kingdomin 1978.",http://en.wikipedia.org/wiki/Independence_Day,
wikipedia-2014-11-03independence-day-celebrates-the-independence-of-thefederated-states-of-micronesiafrom-theunited-statesin-1986,2014-11-03,"Independence Day, celebrates the independence of theFederated States of Micronesiafrom theUnited Statesin 1986.",http://en.wikipedia.org/wiki/Independence_Day,
wikipedia-2014-11-03victory-day-maldives,2014-11-03,Victory Day(Maldives),http://en.wikipedia.org/wiki/Public_holidays_in_the_Maldives,
wikipedia-2014-11-04christianfeast-day:charles-borromeo-roman-catholic-church-emeric-of-hungaryvitalis-and-agricola-roman-catholic-church-our-lady-of-kazan-russian-orthodox-church-november-4-eastern-orthodox-liturgics,2014-11-04,ChristianFeast Day:Charles Borromeo(Roman Catholic Church)Emeric of HungaryVitalis and Agricola(Roman Catholic Church)Our Lady of Kazan(Russian Orthodox Church)November 4 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/Feast_Day,
wikipedia-2014-11-04charles-borromeo-roman-catholic-church,2014-11-04,Charles Borromeo(Roman Catholic Church),http://en.wikipedia.org/wiki/Charles_Borromeo,
wikipedia-2014-11-04emeric-of-hungary,2014-11-04,Emeric of Hungary,http://en.wikipedia.org/wiki/Emeric_of_Hungary_(saint),
wikipedia-2014-11-04vitalis-and-agricola-roman-catholic-church,2014-11-04,Vitalis and Agricola(Roman Catholic Church),http://en.wikipedia.org/wiki/Saints_Vitalis_and_Agricola,
wikipedia-2014-11-04our-lady-of-kazan-russian-orthodox-church,2014-11-04,Our Lady of Kazan(Russian Orthodox Church),http://en.wikipedia.org/wiki/Our_Lady_of_Kazan,
wikipedia-2014-11-04november-4-eastern-orthodox-liturgics,2014-11-04,November 4 (Eastern Orthodox liturgics),http://en.wikipedia.org/wiki/November_4_(Eastern_Orthodox_liturgics),
wikipedia-2014-11-04community-service-day-dominica,2014-11-04,Community Service Day(Dominica),http://en.wikipedia.org/wiki/Public_holidays_in_Dominica,
wikipedia-2014-11-04day-of-love-1970segypt,2014-11-04,Day of Love(1970sEgypt),http://en.wikipedia.org/wiki/Public_holidays_in_Egypt,
wikipedia-2014-11-04earliest-day-on-whichreturn-daycan-fall-while-november-10-is-the-latest;-celebrated-on-thursday-following-the-first-monday-of-november-of-every-even-numbered-year-georgetown-delaware,2014-11-04,"Earliest day on whichReturn Daycan fall, while November 10 is the latest; celebrated on Thursday following the first Monday of November of every even numbered year. (Georgetown, Delaware)",http://en.wikipedia.org/wiki/Return_Day,
wikipedia-2014-11-04feast-of-qudrat-power-first-day-of-the-month-of-qudrat-of-thebaha-i-calendar-baha-i-faith,2014-11-04,"Feast of Qudrat (Power), first day of the month of Qudrat of theBahá'í calendar(Bahá'í Faith)",http://en.wikipedia.org/wiki/Bah%C3%A1%27%C3%AD_calendar,
wikipedia-2014-11-04flag-day-panama,2014-11-04,Flag Day(Panama),http://en.wikipedia.org/wiki/Public_holidays_in_Panama,
wikipedia-2014-11-04national-tonga-day-tonga,2014-11-04,National Tonga Day(Tonga),http://en.wikipedia.org/wiki/Public_holidays_in_Tonga#Public_Holidays,
wikipedia-2014-11-04national-unity-and-armed-forces-dayorgiorno-dell-unita-nazionale-e-festa-delle-forze-armate-italy,2014-11-04,National Unity and Armed Forces DayorGiorno dell'Unità Nazionale e Festa delle Forze Armate(Italy),http://en.wikipedia.org/wiki/Public_holidays_in_Italy,
wikipedia-2014-11-04the-first-day-of-theludi-plebeii-celebrated-until-november-17-roman-empire,2014-11-04,"The first day of theLudi Plebeii, celebrated until November 17 (Roman Empire)",http://en.wikipedia.org/wiki/Ludi#List_of_ludi,
wikipedia-2014-11-04unity-day-russia,2014-11-04,Unity Day (Russia),http://en.wikipedia.org/wiki/Unity_Day_(Russia),
wikipedia-2014-11-04yitzhak-rabin-memorial-unofficial-but-widely-commemorated,2014-11-04,"Yitzhak Rabin Memorial(unofficial, but widely commemorated)",http://en.wikipedia.org/wiki/Yitzhak_Rabin#Commemoration,
